1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
14227,14292,14697,15539,16602,17189,19468,19626,20571,20564,22139,23808,24898,22977,23654,24502,25484,26470
